Starting Bayesian optimization...

Testing configuration: depth=6, learning_rate=5e-06, loss_function=Huber, optimizer=Adadelta, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.518370, avg_acc=0.389269, avg_test_acc=0.283246
Epoch 4/20 - avg_loss=0.216558, avg_acc=0.560302, avg_test_acc=0.576935
Epoch 5/20 - avg_loss=0.179094, avg_acc=0.599187, avg_test_acc=0.615478
Epoch 6/20 - avg_loss=0.141802, avg_acc=0.666553, avg_test_acc=0.728982
Epoch 7/20 - avg_loss=0.117247, avg_acc=0.757500, avg_test_acc=0.789815
Epoch 8/20 - avg_loss=0.104816, avg_acc=0.799841, avg_test_acc=0.816435
Epoch 9/20 - avg_loss=0.097526, avg_acc=0.825321, avg_test_acc=0.828169
Epoch 10/20 - avg_loss=0.092318, avg_acc=0.831093, avg_test_acc=0.833523
Epoch 11/20 - avg_loss=0.087678, avg_acc=0.830523, avg_test_acc=0.830219
Epoch 12/20 - avg_loss=0.083584, avg_acc=0.834169, avg_test_acc=0.834700
Epoch 13/20 - avg_loss=0.080711, avg_acc=0.839523, avg_test_acc=0.841726
Epoch 14/20 - avg_loss=0.078996, avg_acc=0.841877, avg_test_acc=0.844801
Epoch 15/20 - avg_loss=0.077837, avg_acc=0.845561, avg_test_acc=0.846282
Epoch 16/20 - avg_loss=0.076951, avg_acc=0.847687, avg_test_acc=0.849928
Epoch 17/20 - avg_loss=0.076256, avg_acc=0.850308, avg_test_acc=0.849472
Epoch 18/20 - avg_loss=0.075664, avg_acc=0.850080, avg_test_acc=0.851143
Epoch 19/20 - avg_loss=0.075078, avg_acc=0.851751, avg_test_acc=0.850346
Epoch 20/20 - avg_loss=0.074602, avg_acc=0.852700, avg_test_acc=0.850991

Testing configuration: depth=10, learning_rate=5e-05, loss_function=Huber, optimizer=Adadelta, normalization=0_to_2pi
Epoch 1/20 - avg_loss=0.466191, avg_acc=0.303448, avg_test_acc=0.297334
Epoch 2/20 - avg_loss=0.460415, avg_acc=0.308954, avg_test_acc=0.298663
Epoch 3/20 - avg_loss=0.454890, avg_acc=0.329384, avg_test_acc=0.298853
Epoch 4/20 - avg_loss=0.449644, avg_acc=0.342409, avg_test_acc=0.298929
Epoch 5/20 - avg_loss=0.444751, avg_acc=0.352206, avg_test_acc=0.298511
Epoch 6/20 - avg_loss=0.440227, avg_acc=0.360750, avg_test_acc=0.298322
Epoch 7/20 - avg_loss=0.436054, avg_acc=0.367054, avg_test_acc=0.298511
Epoch 8/20 - avg_loss=0.432241, avg_acc=0.372826, avg_test_acc=0.298739
Epoch 9/20 - avg_loss=0.428747, avg_acc=0.378712, avg_test_acc=0.299157
Epoch 10/20 - avg_loss=0.425549, avg_acc=0.384256, avg_test_acc=0.300372
Epoch 11/20 - avg_loss=0.422621, avg_acc=0.388965, avg_test_acc=0.301094
Epoch 12/20 - avg_loss=0.419935, avg_acc=0.393712, avg_test_acc=0.301435
Epoch 13/20 - avg_loss=0.417454, avg_acc=0.398117, avg_test_acc=0.301473
Epoch 14/20 - avg_loss=0.415149, avg_acc=0.402332, avg_test_acc=0.301777
Epoch 15/20 - avg_loss=0.413007, avg_acc=0.405939, avg_test_acc=0.301777
Epoch 16/20 - avg_loss=0.410995, avg_acc=0.410800, avg_test_acc=0.301625
Epoch 17/20 - avg_loss=0.409100, avg_acc=0.420103, avg_test_acc=0.301246
Epoch 18/20 - avg_loss=0.407321, avg_acc=0.424964, avg_test_acc=0.300752
Epoch 19/20 - avg_loss=0.405639, avg_acc=0.430584, avg_test_acc=0.300296
Epoch 20/20 - avg_loss=0.404047, avg_acc=0.434761, avg_test_acc=0.300144

Testing configuration: depth=7, learning_rate=5e-05, loss_function=Huber, optimizer=Adagrad, normalization=none
Epoch 1/20 - avg_loss=0.471968, avg_acc=0.373092, avg_test_acc=0.376092
Epoch 2/20 - avg_loss=0.465652, avg_acc=0.378256, avg_test_acc=0.379547
Epoch 3/20 - avg_loss=0.461624, avg_acc=0.380459, avg_test_acc=0.380459
Epoch 4/20 - avg_loss=0.458409, avg_acc=0.380079, avg_test_acc=0.380611
Epoch 5/20 - avg_loss=0.455666, avg_acc=0.380952, avg_test_acc=0.381750
Epoch 6/20 - avg_loss=0.453243, avg_acc=0.382775, avg_test_acc=0.383724
Epoch 7/20 - avg_loss=0.451056, avg_acc=0.384484, avg_test_acc=0.385547
Epoch 8/20 - avg_loss=0.449052, avg_acc=0.386307, avg_test_acc=0.387028
Epoch 9/20 - avg_loss=0.447196, avg_acc=0.387674, avg_test_acc=0.388395
Epoch 10/20 - avg_loss=0.445462, avg_acc=0.389117, avg_test_acc=0.389610
Epoch 11/20 - avg_loss=0.443831, avg_acc=0.390294, avg_test_acc=0.391015
Epoch 12/20 - avg_loss=0.442288, avg_acc=0.391623, avg_test_acc=0.392990
Epoch 13/20 - avg_loss=0.440822, avg_acc=0.393636, avg_test_acc=0.394357
Epoch 14/20 - avg_loss=0.439424, avg_acc=0.395117, avg_test_acc=0.395800
Epoch 15/20 - avg_loss=0.438086, avg_acc=0.396180, avg_test_acc=0.396711
Epoch 16/20 - avg_loss=0.436802, avg_acc=0.397319, avg_test_acc=0.397927
Epoch 17/20 - avg_loss=0.435565, avg_acc=0.398458, avg_test_acc=0.398876
Epoch 18/20 - avg_loss=0.434373, avg_acc=0.399446, avg_test_acc=0.400167
Epoch 19/20 - avg_loss=0.433220, avg_acc=0.400585, avg_test_acc=0.401534
Epoch 20/20 - avg_loss=0.432104, avg_acc=0.402142, avg_test_acc=0.402559

Testing configuration: depth=7, learning_rate=0.005, loss_function=L1, optimizer=SGD, normalization=none
Epoch 1/20 - avg_loss=0.152242, avg_acc=0.929863, avg_test_acc=0.950634
Epoch 2/20 - avg_loss=0.122753, avg_acc=0.956862, avg_test_acc=0.932065
Epoch 3/20 - avg_loss=0.118570, avg_acc=0.959140, avg_test_acc=0.977785
Epoch 4/20 - avg_loss=0.114684, avg_acc=0.961798, avg_test_acc=0.979001
Epoch 5/20 - avg_loss=0.108255, avg_acc=0.963621, avg_test_acc=0.965444
Epoch 6/20 - avg_loss=0.105245, avg_acc=0.961798, avg_test_acc=0.977633
Epoch 7/20 - avg_loss=0.104595, avg_acc=0.960773, avg_test_acc=0.949343
Epoch 8/20 - avg_loss=0.104255, avg_acc=0.960090, avg_test_acc=0.972849
Epoch 9/20 - avg_loss=0.103682, avg_acc=0.960735, avg_test_acc=0.978241
Epoch 10/20 - avg_loss=0.103080, avg_acc=0.961912, avg_test_acc=0.980785
Epoch 11/20 - avg_loss=0.102853, avg_acc=0.961988, avg_test_acc=0.941482
Epoch 12/20 - avg_loss=0.102558, avg_acc=0.963545, avg_test_acc=0.934799
Epoch 13/20 - avg_loss=0.102883, avg_acc=0.962406, avg_test_acc=0.977937
Epoch 14/20 - avg_loss=0.102287, avg_acc=0.963545, avg_test_acc=0.932179
Epoch 15/20 - avg_loss=0.102214, avg_acc=0.964115, avg_test_acc=0.924356
Epoch 16/20 - avg_loss=0.101373, avg_acc=0.964836, avg_test_acc=0.977026
Epoch 17/20 - avg_loss=0.101556, avg_acc=0.964533, avg_test_acc=0.981241
Epoch 18/20 - avg_loss=0.101069, avg_acc=0.964684, avg_test_acc=0.977747
Epoch 19/20 - avg_loss=0.100475, avg_acc=0.965368, avg_test_acc=0.979266
Epoch 20/20 - avg_loss=0.099781, avg_acc=0.966355, avg_test_acc=0.940761

Testing configuration: depth=1, learning_rate=0.005, loss_function=Huber, optimizer=Adadelta, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.376950, avg_acc=0.452305, avg_test_acc=0.368345
Epoch 2/20 - avg_loss=0.325971, avg_acc=0.420673, avg_test_acc=0.383345
Epoch 3/20 - avg_loss=0.300816, avg_acc=0.409205, avg_test_acc=0.432483
Epoch 4/20 - avg_loss=0.280786, avg_acc=0.432824, avg_test_acc=0.488950
Epoch 5/20 - avg_loss=0.268461, avg_acc=0.526278, avg_test_acc=0.511164
Epoch 6/20 - avg_loss=0.261612, avg_acc=0.597327, avg_test_acc=0.520886
Epoch 7/20 - avg_loss=0.257560, avg_acc=0.595960, avg_test_acc=0.520468
Epoch 8/20 - avg_loss=0.254972, avg_acc=0.591099, avg_test_acc=0.516291
Epoch 9/20 - avg_loss=0.252998, avg_acc=0.586998, avg_test_acc=0.508202
Epoch 10/20 - avg_loss=0.251342, avg_acc=0.584757, avg_test_acc=0.502924
Epoch 11/20 - avg_loss=0.249939, avg_acc=0.582023, avg_test_acc=0.494076
Epoch 12/20 - avg_loss=0.248768, avg_acc=0.580238, avg_test_acc=0.489215
Epoch 13/20 - avg_loss=0.247763, avg_acc=0.581681, avg_test_acc=0.480937
Epoch 14/20 - avg_loss=0.246967, avg_acc=0.583162, avg_test_acc=0.476836
Epoch 15/20 - avg_loss=0.246307, avg_acc=0.584757, avg_test_acc=0.472089
Epoch 16/20 - avg_loss=0.245784, avg_acc=0.584757, avg_test_acc=0.467608
Epoch 17/20 - avg_loss=0.245342, avg_acc=0.585707, avg_test_acc=0.464381
Epoch 18/20 - avg_loss=0.245015, avg_acc=0.585707, avg_test_acc=0.461115
Epoch 19/20 - avg_loss=0.244746, avg_acc=0.585859, avg_test_acc=0.460317
Epoch 20/20 - avg_loss=0.244521, avg_acc=0.586770, avg_test_acc=0.459292

Testing configuration: depth=4, learning_rate=0.5, loss_function=Huber, optimizer=Adam, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.455162, avg_acc=0.329612, avg_test_acc=0.330599
Epoch 2/20 - avg_loss=0.448896, avg_acc=0.334283, avg_test_acc=0.346396
Epoch 3/20 - avg_loss=0.455766, avg_acc=0.327865, avg_test_acc=0.331169
Epoch 4/20 - avg_loss=0.456146, avg_acc=0.329156, avg_test_acc=0.340624
Epoch 5/20 - avg_loss=0.455001, avg_acc=0.329232, avg_test_acc=0.342371
Epoch 6/20 - avg_loss=0.450711, avg_acc=0.332384, avg_test_acc=0.345257
Epoch 7/20 - avg_loss=0.453230, avg_acc=0.332422, avg_test_acc=0.332764
Epoch 8/20 - avg_loss=0.446128, avg_acc=0.338422, avg_test_acc=0.350270
Epoch 9/20 - avg_loss=0.452001, avg_acc=0.332270, avg_test_acc=0.338574
Epoch 10/20 - avg_loss=0.451457, avg_acc=0.336143, avg_test_acc=0.328701
Epoch 11/20 - avg_loss=0.456147, avg_acc=0.333599, avg_test_acc=0.339713
Epoch 12/20 - avg_loss=0.451110, avg_acc=0.333333, avg_test_acc=0.335954
Epoch 13/20 - avg_loss=0.451492, avg_acc=0.332384, avg_test_acc=0.342295
Epoch 14/20 - avg_loss=0.450674, avg_acc=0.337397, avg_test_acc=0.338118
Epoch 15/20 - avg_loss=0.454030, avg_acc=0.335688, avg_test_acc=0.341688
Epoch 16/20 - avg_loss=0.450923, avg_acc=0.333599, avg_test_acc=0.325435
Epoch 17/20 - avg_loss=0.447992, avg_acc=0.337245, avg_test_acc=0.338156
Epoch 18/20 - avg_loss=0.453259, avg_acc=0.329650, avg_test_acc=0.333030
Epoch 19/20 - avg_loss=0.454956, avg_acc=0.331700, avg_test_acc=0.333181
Epoch 20/20 - avg_loss=0.448482, avg_acc=0.336143, avg_test_acc=0.340093

Testing configuration: depth=7, learning_rate=0.5, loss_function=L2, optimizer=Adadelta, normalization=none
Epoch 1/20 - avg_loss=0.084879, avg_acc=0.938255, avg_test_acc=0.969811
Epoch 2/20 - avg_loss=0.041827, avg_acc=0.973532, avg_test_acc=0.974520
Epoch 3/20 - avg_loss=0.039973, avg_acc=0.974747, avg_test_acc=0.974254
Epoch 4/20 - avg_loss=0.039105, avg_acc=0.975355, avg_test_acc=0.974596
Epoch 5/20 - avg_loss=0.038237, avg_acc=0.976077, avg_test_acc=0.974634
Epoch 6/20 - avg_loss=0.038006, avg_acc=0.976266, avg_test_acc=0.976266
Epoch 7/20 - avg_loss=0.037391, avg_acc=0.976988, avg_test_acc=0.977937
Epoch 8/20 - avg_loss=0.036561, avg_acc=0.977785, avg_test_acc=0.979608
Epoch 9/20 - avg_loss=0.035976, avg_acc=0.978887, avg_test_acc=0.979836
Epoch 10/20 - avg_loss=0.034873, avg_acc=0.979912, avg_test_acc=0.980671
Epoch 11/20 - avg_loss=0.034118, avg_acc=0.980595, avg_test_acc=0.981735
Epoch 12/20 - avg_loss=0.033347, avg_acc=0.981962, avg_test_acc=0.981127
Epoch 13/20 - avg_loss=0.032952, avg_acc=0.982342, avg_test_acc=0.981773
Epoch 14/20 - avg_loss=0.032391, avg_acc=0.982190, avg_test_acc=0.982000
Epoch 15/20 - avg_loss=0.032068, avg_acc=0.982380, avg_test_acc=0.981469
Epoch 16/20 - avg_loss=0.031993, avg_acc=0.982228, avg_test_acc=0.981507
Epoch 17/20 - avg_loss=0.031802, avg_acc=0.982380, avg_test_acc=0.983102
Epoch 18/20 - avg_loss=0.031301, avg_acc=0.982798, avg_test_acc=0.982228
Epoch 19/20 - avg_loss=0.030756, avg_acc=0.982494, avg_test_acc=0.983633
Epoch 20/20 - avg_loss=0.030081, avg_acc=0.983026, avg_test_acc=0.982646

Testing configuration: depth=3, learning_rate=0.005, loss_function=Huber, optimizer=SGD, normalization=none
Epoch 1/20 - avg_loss=0.055347, avg_acc=0.920597, avg_test_acc=0.948735
Epoch 2/20 - avg_loss=0.039566, avg_acc=0.955647, avg_test_acc=0.961039
Epoch 3/20 - avg_loss=0.034539, avg_acc=0.959520, avg_test_acc=0.961533
Epoch 4/20 - avg_loss=0.033767, avg_acc=0.961077, avg_test_acc=0.961874
Epoch 5/20 - avg_loss=0.033609, avg_acc=0.960849, avg_test_acc=0.951887
Epoch 6/20 - avg_loss=0.033557, avg_acc=0.961647, avg_test_acc=0.960469
Epoch 7/20 - avg_loss=0.033349, avg_acc=0.961685, avg_test_acc=0.961722
Epoch 8/20 - avg_loss=0.032806, avg_acc=0.962748, avg_test_acc=0.965710
Epoch 9/20 - avg_loss=0.031812, avg_acc=0.966165, avg_test_acc=0.965748
Epoch 10/20 - avg_loss=0.030856, avg_acc=0.966659, avg_test_acc=0.969507
Epoch 11/20 - avg_loss=0.030528, avg_acc=0.967760, avg_test_acc=0.968596
Epoch 12/20 - avg_loss=0.030560, avg_acc=0.967760, avg_test_acc=0.968710
Epoch 13/20 - avg_loss=0.030498, avg_acc=0.967798, avg_test_acc=0.964950
Epoch 14/20 - avg_loss=0.030475, avg_acc=0.967950, avg_test_acc=0.968975
Epoch 15/20 - avg_loss=0.030563, avg_acc=0.968102, avg_test_acc=0.968824
Epoch 16/20 - avg_loss=0.030566, avg_acc=0.968254, avg_test_acc=0.969127
Epoch 17/20 - avg_loss=0.030488, avg_acc=0.967760, avg_test_acc=0.969241
Epoch 18/20 - avg_loss=0.030506, avg_acc=0.967305, avg_test_acc=0.970418
Epoch 19/20 - avg_loss=0.030473, avg_acc=0.967608, avg_test_acc=0.966089
Epoch 20/20 - avg_loss=0.030514, avg_acc=0.967722, avg_test_acc=0.968937

Testing configuration: depth=2, learning_rate=0.5, loss_function=L2, optimizer=Adadelta, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.512020, avg_acc=0.559543, avg_test_acc=0.290271
Epoch 2/20 - avg_loss=0.508547, avg_acc=0.569302, avg_test_acc=0.330409
Epoch 3/20 - avg_loss=0.507983, avg_acc=0.573061, avg_test_acc=0.403281
Epoch 4/20 - avg_loss=0.508366, avg_acc=0.574087, avg_test_acc=0.345371
Epoch 5/20 - avg_loss=0.507533, avg_acc=0.575188, avg_test_acc=0.275537
Epoch 6/20 - avg_loss=0.505935, avg_acc=0.572720, avg_test_acc=0.297828
Epoch 7/20 - avg_loss=0.504541, avg_acc=0.569302, avg_test_acc=0.298246
Epoch 8/20 - avg_loss=0.502709, avg_acc=0.564555, avg_test_acc=0.344080
Epoch 9/20 - avg_loss=0.502137, avg_acc=0.571315, avg_test_acc=0.356459
Epoch 10/20 - avg_loss=0.501502, avg_acc=0.574201, avg_test_acc=0.220931
Epoch 11/20 - avg_loss=0.498295, avg_acc=0.580770, avg_test_acc=0.169059
Epoch 12/20 - avg_loss=0.497863, avg_acc=0.586960, avg_test_acc=0.196172
Epoch 13/20 - avg_loss=0.496847, avg_acc=0.589086, avg_test_acc=0.210185
Epoch 14/20 - avg_loss=0.497014, avg_acc=0.590757, avg_test_acc=0.153072
Epoch 15/20 - avg_loss=0.497352, avg_acc=0.592922, avg_test_acc=0.174641
Epoch 16/20 - avg_loss=0.496674, avg_acc=0.592200, avg_test_acc=0.148477
Epoch 17/20 - avg_loss=0.496480, avg_acc=0.590681, avg_test_acc=0.218463
Epoch 18/20 - avg_loss=0.497461, avg_acc=0.587757, avg_test_acc=0.168451
Epoch 19/20 - avg_loss=0.498024, avg_acc=0.589086, avg_test_acc=0.145439
Epoch 20/20 - avg_loss=0.497265, avg_acc=0.589998, avg_test_acc=0.169059

Testing configuration: depth=1, learning_rate=0.5, loss_function=L1, optimizer=Adadelta, normalization=none
Epoch 1/20 - avg_loss=0.389009, avg_acc=0.762474, avg_test_acc=0.798208
Epoch 2/20 - avg_loss=0.356796, avg_acc=0.797220, avg_test_acc=0.795891
Epoch 3/20 - avg_loss=0.356761, avg_acc=0.797030, avg_test_acc=0.794069
Epoch 4/20 - avg_loss=0.357118, avg_acc=0.795967, avg_test_acc=0.794638
Epoch 5/20 - avg_loss=0.356694, avg_acc=0.796879, avg_test_acc=0.796195
Epoch 6/20 - avg_loss=0.356894, avg_acc=0.797562, avg_test_acc=0.795208
Epoch 7/20 - avg_loss=0.356620, avg_acc=0.796385, avg_test_acc=0.799157
Epoch 8/20 - avg_loss=0.356756, avg_acc=0.796423, avg_test_acc=0.802347
Epoch 9/20 - avg_loss=0.356735, avg_acc=0.796727, avg_test_acc=0.795587
Epoch 10/20 - avg_loss=0.356544, avg_acc=0.796423, avg_test_acc=0.791638
Epoch 11/20 - avg_loss=0.356606, avg_acc=0.796423, avg_test_acc=0.800904
Epoch 12/20 - avg_loss=0.356934, avg_acc=0.796689, avg_test_acc=0.799916
Epoch 13/20 - avg_loss=0.356734, avg_acc=0.797752, avg_test_acc=0.797714
Epoch 14/20 - avg_loss=0.356690, avg_acc=0.796955, avg_test_acc=0.793955
Epoch 15/20 - avg_loss=0.356646, avg_acc=0.797828, avg_test_acc=0.798284
Epoch 16/20 - avg_loss=0.356707, avg_acc=0.796841, avg_test_acc=0.805688
Epoch 17/20 - avg_loss=0.356863, avg_acc=0.798056, avg_test_acc=0.796005
Epoch 18/20 - avg_loss=0.356606, avg_acc=0.797182, avg_test_acc=0.796157
Epoch 19/20 - avg_loss=0.356582, avg_acc=0.798246, avg_test_acc=0.795360
Epoch 20/20 - avg_loss=0.356303, avg_acc=0.797334, avg_test_acc=0.800486

Testing configuration: depth=1, learning_rate=0.005, loss_function=L1, optimizer=Adagrad, normalization=0_to_2pi
Epoch 1/20 - avg_loss=0.463556, avg_acc=0.721880, avg_test_acc=0.450482
Epoch 2/20 - avg_loss=0.372665, avg_acc=0.754766, avg_test_acc=0.420787
Epoch 3/20 - avg_loss=0.361751, avg_acc=0.750247, avg_test_acc=0.413230
Epoch 4/20 - avg_loss=0.360342, avg_acc=0.749601, avg_test_acc=0.408218
Epoch 5/20 - avg_loss=0.359952, avg_acc=0.748424, avg_test_acc=0.403395
Epoch 6/20 - avg_loss=0.359746, avg_acc=0.748158, avg_test_acc=0.397015
Epoch 7/20 - avg_loss=0.359600, avg_acc=0.748196, avg_test_acc=0.396674
Epoch 8/20 - avg_loss=0.359472, avg_acc=0.748538, avg_test_acc=0.392838
Epoch 9/20 - avg_loss=0.359397, avg_acc=0.749070, avg_test_acc=0.391699
Epoch 10/20 - avg_loss=0.359312, avg_acc=0.749715, avg_test_acc=0.389041
Epoch 11/20 - avg_loss=0.359238, avg_acc=0.750057, avg_test_acc=0.382547
Epoch 12/20 - avg_loss=0.359170, avg_acc=0.750627, avg_test_acc=0.380269
Epoch 13/20 - avg_loss=0.359105, avg_acc=0.750854, avg_test_acc=0.374231
Epoch 14/20 - avg_loss=0.359047, avg_acc=0.751158, avg_test_acc=0.371915
Epoch 15/20 - avg_loss=0.358982, avg_acc=0.751424, avg_test_acc=0.368801
Epoch 16/20 - avg_loss=0.358928, avg_acc=0.751766, avg_test_acc=0.364016
Epoch 17/20 - avg_loss=0.358874, avg_acc=0.751994, avg_test_acc=0.362687
Epoch 18/20 - avg_loss=0.358809, avg_acc=0.752259, avg_test_acc=0.357561
Epoch 19/20 - avg_loss=0.358771, avg_acc=0.752601, avg_test_acc=0.357257
Epoch 20/20 - avg_loss=0.358720, avg_acc=0.752525, avg_test_acc=0.356269

Testing configuration: depth=7, learning_rate=0.005, loss_function=Huber, optimizer=Adadelta, normalization=0_to_2pi
Epoch 1/20 - avg_loss=0.335369, avg_acc=0.518721, avg_test_acc=0.368725
Epoch 2/20 - avg_loss=0.251641, avg_acc=0.633478, avg_test_acc=0.383155
Epoch 3/20 - avg_loss=0.198951, avg_acc=0.694653, avg_test_acc=0.364586
Epoch 4/20 - avg_loss=0.180235, avg_acc=0.721691, avg_test_acc=0.371307
Epoch 5/20 - avg_loss=0.172422, avg_acc=0.742348, avg_test_acc=0.370548
Epoch 6/20 - avg_loss=0.168129, avg_acc=0.760879, avg_test_acc=0.362497
Epoch 7/20 - avg_loss=0.165154, avg_acc=0.771664, avg_test_acc=0.357864
Epoch 8/20 - avg_loss=0.162971, avg_acc=0.774208, avg_test_acc=0.354295
Epoch 9/20 - avg_loss=0.161025, avg_acc=0.774626, avg_test_acc=0.359991
Epoch 10/20 - avg_loss=0.159376, avg_acc=0.774968, avg_test_acc=0.369181
Epoch 11/20 - avg_loss=0.158191, avg_acc=0.776373, avg_test_acc=0.371307
Epoch 12/20 - avg_loss=0.156888, avg_acc=0.776449, avg_test_acc=0.383307
Epoch 13/20 - avg_loss=0.155732, avg_acc=0.776715, avg_test_acc=0.393636
Epoch 14/20 - avg_loss=0.154917, avg_acc=0.778993, avg_test_acc=0.419268
Epoch 15/20 - avg_loss=0.154053, avg_acc=0.781119, avg_test_acc=0.430128
Epoch 16/20 - avg_loss=0.153322, avg_acc=0.784271, avg_test_acc=0.424964
Epoch 17/20 - avg_loss=0.152597, avg_acc=0.785638, avg_test_acc=0.414787
Epoch 18/20 - avg_loss=0.151720, avg_acc=0.784993, avg_test_acc=0.401876
Epoch 19/20 - avg_loss=0.151271, avg_acc=0.786284, avg_test_acc=0.389307
Epoch 20/20 - avg_loss=0.150535, avg_acc=0.779411, avg_test_acc=0.384218

Testing configuration: depth=3, learning_rate=0.005, loss_function=L2, optimizer=SGD, normalization=none
Epoch 1/20 - avg_loss=0.094422, avg_acc=0.940077, avg_test_acc=0.955685
Epoch 2/20 - avg_loss=0.071858, avg_acc=0.957583, avg_test_acc=0.955761
Epoch 3/20 - avg_loss=0.070920, avg_acc=0.958874, avg_test_acc=0.935407
Epoch 4/20 - avg_loss=0.069907, avg_acc=0.960545, avg_test_acc=0.963317
Epoch 5/20 - avg_loss=0.066195, avg_acc=0.964153, avg_test_acc=0.968368
Epoch 6/20 - avg_loss=0.064665, avg_acc=0.965862, avg_test_acc=0.968596
Epoch 7/20 - avg_loss=0.064593, avg_acc=0.965710, avg_test_acc=0.968748
Epoch 8/20 - avg_loss=0.064614, avg_acc=0.965862, avg_test_acc=0.968975
Epoch 9/20 - avg_loss=0.064457, avg_acc=0.965406, avg_test_acc=0.964381
Epoch 10/20 - avg_loss=0.064371, avg_acc=0.965482, avg_test_acc=0.965710
Epoch 11/20 - avg_loss=0.064167, avg_acc=0.965140, avg_test_acc=0.966963
Epoch 12/20 - avg_loss=0.064314, avg_acc=0.965482, avg_test_acc=0.931078
Epoch 13/20 - avg_loss=0.064479, avg_acc=0.965672, avg_test_acc=0.966317
Epoch 14/20 - avg_loss=0.064487, avg_acc=0.964798, avg_test_acc=0.968330
Epoch 15/20 - avg_loss=0.064451, avg_acc=0.965672, avg_test_acc=0.971026
Epoch 16/20 - avg_loss=0.064514, avg_acc=0.965900, avg_test_acc=0.967229
Epoch 17/20 - avg_loss=0.064688, avg_acc=0.965368, avg_test_acc=0.962216
Epoch 18/20 - avg_loss=0.064458, avg_acc=0.965216, avg_test_acc=0.970077
Epoch 19/20 - avg_loss=0.064313, avg_acc=0.965938, avg_test_acc=0.966887
Epoch 20/20 - avg_loss=0.064300, avg_acc=0.965596, avg_test_acc=0.966241

Testing configuration: depth=7, learning_rate=0.005, loss_function=Huber, optimizer=Adagrad, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.241401, avg_acc=0.560910, avg_test_acc=0.338650
Epoch 2/20 - avg_loss=0.238790, avg_acc=0.563606, avg_test_acc=0.350156
Epoch 3/20 - avg_loss=0.238346, avg_acc=0.561441, avg_test_acc=0.349396
Epoch 4/20 - avg_loss=0.237993, avg_acc=0.564479, avg_test_acc=0.349320
Epoch 5/20 - avg_loss=0.237818, avg_acc=0.566226, avg_test_acc=0.346017
Epoch 6/20 - avg_loss=0.237635, avg_acc=0.565846, avg_test_acc=0.346244
Epoch 7/20 - avg_loss=0.237534, avg_acc=0.569150, avg_test_acc=0.346548
Epoch 8/20 - avg_loss=0.237360, avg_acc=0.567517, avg_test_acc=0.346472
Epoch 9/20 - avg_loss=0.237284, avg_acc=0.567593, avg_test_acc=0.343434
Epoch 10/20 - avg_loss=0.237286, avg_acc=0.570479, avg_test_acc=0.346700
Epoch 11/20 - avg_loss=0.237211, avg_acc=0.568884, avg_test_acc=0.342447
Epoch 12/20 - avg_loss=0.237196, avg_acc=0.569948, avg_test_acc=0.342713
Epoch 13/20 - avg_loss=0.237137, avg_acc=0.570403, avg_test_acc=0.342485
Epoch 14/20 - avg_loss=0.237097, avg_acc=0.570593, avg_test_acc=0.341953
Epoch 15/20 - avg_loss=0.237042, avg_acc=0.570897, avg_test_acc=0.342295
Epoch 16/20 - avg_loss=0.237010, avg_acc=0.570707, avg_test_acc=0.342371
Epoch 17/20 - avg_loss=0.236973, avg_acc=0.571618, avg_test_acc=0.341763
Epoch 18/20 - avg_loss=0.236902, avg_acc=0.572378, avg_test_acc=0.341194
Epoch 19/20 - avg_loss=0.236827, avg_acc=0.571391, avg_test_acc=0.339371
Epoch 20/20 - avg_loss=0.236895, avg_acc=0.572112, avg_test_acc=0.341270

Testing configuration: depth=7, learning_rate=0.5, loss_function=Huber, optimizer=Adagrad, normalization=0_to_2pi
Epoch 1/20 - avg_loss=0.175264, avg_acc=0.729285, avg_test_acc=0.388129
Epoch 2/20 - avg_loss=0.151529, avg_acc=0.768398, avg_test_acc=0.326498
Epoch 3/20 - avg_loss=0.146574, avg_acc=0.777550, avg_test_acc=0.339789
Epoch 4/20 - avg_loss=0.144886, avg_acc=0.777360, avg_test_acc=0.327106
Epoch 5/20 - avg_loss=0.144317, avg_acc=0.777436, avg_test_acc=0.314840
Epoch 6/20 - avg_loss=0.142517, avg_acc=0.781575, avg_test_acc=0.257993
Epoch 7/20 - avg_loss=0.141882, avg_acc=0.782335, avg_test_acc=0.269348
Epoch 8/20 - avg_loss=0.141537, avg_acc=0.781499, avg_test_acc=0.279069
Epoch 9/20 - avg_loss=0.140892, avg_acc=0.784499, avg_test_acc=0.263652
Epoch 10/20 - avg_loss=0.140767, avg_acc=0.780588, avg_test_acc=0.287879
Epoch 11/20 - avg_loss=0.139575, avg_acc=0.784195, avg_test_acc=0.261297
Epoch 12/20 - avg_loss=0.139368, avg_acc=0.781689, avg_test_acc=0.305043
Epoch 13/20 - avg_loss=0.139816, avg_acc=0.783208, avg_test_acc=0.278993
Epoch 14/20 - avg_loss=0.139197, avg_acc=0.781993, avg_test_acc=0.280550
Epoch 15/20 - avg_loss=0.138684, avg_acc=0.784537, avg_test_acc=0.268968
